630,suspect,ではないかと思う
631,upset,動揺させる
632,frighten,（人を）怖がらせる
633,import,輸入する
634,export,輸出する
635,investigate,調査する
636,monitor,監視する
637,calculate,計算する
638,eliminate,取り除く
639,ease,軽減する
640,launch,開始する
641,sequence,連続
642,therapy ,療法
643,symptom,症状
644,incident,出来事 事件
645,witness,目撃者
646,sum,（金）額
647,burden,負担
648,tone,口調
649,honor,光栄
650,award,賞
651,priority,優先（事項）
652,logic,論理
653,minimum,最小限度
654,exception,例外
655,clue,手がかり
656,bond,絆
657,virus,ウイルス
658,surgery,（外科）手術
659,insurance,保険
660,frame,枠 （額）縁
661,shelter,避難（所） 保護
662,territory,領土
663,boundary,境界（線）
664,habitat,生息地
665,district,地区
666,conservation,（動植物などの）保護
667,harvest,収穫（物）
668,predator,捕食動物
669,trap,わな
670,trick,こつ
671,fault,責任
672,discount,割引
673,bias,偏見
674,cooperation,協力 共同
675,patent,特許（権）
676,dialogue,対話 会話
677,component,構成要素
678,reputation,評判
679,verbal,言葉の
680,internal,内部の
681,solid,しっかりした
682,remote,遠く離れた
683,principal,主要な
684,sophisticated,高性能の 精巧な
685,equivalent,等しい 相当する
686,rational,理性的な
687,relevant,関係がある
688,absolute,絶対的な
689,frequent,頻繁な
690,permanent,永続的な
691,intense,強烈な
692,meaningful,意味のある
693,evil,邪悪な
694,extinct,絶滅した
695,random,無作為の
696,raw,生の
697,rude,無礼な
698,mere,単なる ほんの
699,tropical,熱帯の
700,forth,前へ 先へ
701,possess,所有している
702,dominate,支配する
703,guarantee,保証する
704,melt,溶ける
705,embarrass,恥ずかしい思いをさせる
706,discourage,（人に）やる気をなくさせる
707,detect,感知する
708,devote,ささげる
709,urge,（強く）促す
710,lend,貸す
711,restrict,制限する
712,isolate,孤立させる
713,accompany,同行する
714,exhaust,疲れ果てさせる
715,annoy,悩ます
716,endanger,危険にさらす
717,acknowledge,（事実などを）認める
718,admire,敬服[感心]する
719,evaluate,評価する
720,declare,宣言する
721,secure,確保する
722,specialize,専門とする
723,attribute,（結果などを)帰する
724,pretend,ふりをする
725,bury,埋める
726,reverse,逆転させる
727,resist,抵抗する
728,scare,おびえさせる
729,imitate,まねる
730,assist,援助する
731,resemble,似ている
732,retire,引退する 退職する
733,neglect,おろそかにする 怠る
734,collapse,崩壊する
735,reform,改革する
736,protest,抗議する
737,owe,借りがある
738,sustain,持続させる
739,assign,割り当てる
740,accomplish,成し遂げる
741,wisdom,知恵
742,literacy,読み書きの能力
743,heritage,遺産
744,mission ,使命
745,license,免許（証）
746,elite,エリート
747,layer,層
748,motor,モーター
749,protein,タンパク質
750,profession,職業
751,editor,編集者
752,agent,仲介者 代理人
753,globe,地球 世界
754,haven,避難所 保護区
755,row,列
756,sacrifice,犠牲
757,means,手段
758,session,集まり
759,league,（競技）連盟
760,contest,コンテスト 競技（会）
761,guard,警備員
762,opponent,（試合・論争などの）相手
763,glance,ちらっと見ること
764,divorce,離婚
765,tissue,（生物の）組織
766,liquid,液体
767,inequality,不平等
768,prejudice,偏見
769,justice,公正 正義
770,guideline,指針 ガイドライン
771,platform,プラットフォーム
772,sector,（社会・経済などの）部門、セクター
773,channel,チャンネル
774,glacier,氷河
775,primate,霊長類の動物
776,usage,（使）用法
777,fortune,財産
778,correlation,相互関係 相関（関係）
779,artistic,芸術的な
780,literary,文学の
781,classic,第一級の
782,liberal,自由主義の
783,concrete,具体的な
784,slight,わずかな
785,federal,連邦（政府）の
786,primitive,原始的な
787,unfamiliar,不慣れな
788,subtle,微妙な
789,plain,明らかな
790,marine,海の
791,apparent,明白な
792,reluctant,気が進まない 嫌がる
793,temporary,一時的な
794,guilty,罪悪感のある
795,royal,王の
796,pure,純粋な
797,incredible,信じられない
798,eager,熱望して
799,adequate,十分な
800,via,経由で
801,assess,を評価する；を査定する
802,approve,賛成する；を承認する
803,remark,と述べる；(～について)意見を述べる(on / upon)
804,pose,(危険)を引き起こす；(問題など)を提起する；ポーズをとる；(～を)装う(as)
805,yield,をもたらす；を(～に)譲る(to)；(～に)屈する(to)
806,exhibit,を示す，見せる；を展示する
807,distribute,を(～に)分配する(to)；〔受身形で〕分布する
808,command,を命じる；を指揮する；(景色)を見渡せる
809,occupy,(空間・時間)を占める；を占領する
810,pop,ひょいと動く；不意に現れる；ポンとはじける
811,pile,を積み重ねる；積み重なる
812,greet,に挨拶する；を迎える
813,apologize,(～に；～のことで)謝る(to；for)；弁明する
814,frustrate,をいら立たせる；(計画・希望など)を挫折させる
815,relieve,を和らげる；〔受身形で〕(…して)安心する(to do)；を解放する
816,derive,由来する；を引き出す；を推論する
817,deserve,に値する
818,peer,(～を)じっと見る(at / into)
819,defeat,を負かす；を失敗させる
820,convert,を変える；を改宗［転向］させる；を交換する
821,wed,と結婚する；を(～と)結婚させる(to)
822,delight,を喜ばせる；(～を)大いに喜ぶ(in)
823,boost,を押し上げる；を増加させる
824,endure,に耐える；(に)持ちこたえる
825,correspond,一致する；(～に)相当する(to)；文通する
826,impose,を課す；を押しつける
827,rescue,を救う
828,resolve,を解決する；を決意する；を議決する
829,register,を記録する，登録する；(～に)登録する(for)
830,interrupt,を中断させる；(の)邪魔をする
831,rid,から(～を)取り除く，除去する(of)
832,prohibit,を禁止する
833,compose,を構成する；を創作する；を鎮静する
834,misunderstand,(を)誤解する
835,punish,を罰する；に損傷を与える
836,ruin,をだめにする；を破滅させる；破滅する
837,defend,を防御する；を弁護する
838,embrace,を受け入れる；(を)抱擁する；を包含する
839,modify,を修正する；を緩和する
840,qualify,(人)に資格を与える；資格がある
841,passion,情熱；熱中；激怒
842,enthusiasm,(～への)熱情，熱意(for)
843,phase,段階，局面；側面
844,mode,方式；気分；形態；流行
845,span,期間；範囲
846,gravity,重力，引力；重量；重大さ
847,orbit,軌道；(活動・勢力などの)範囲
848,asteroid,小惑星；ヒトデ
849,core,核心；芯
850,soul,精神；魂，霊魂；生気
851,nerve,神経；〔～s〕神経過敏；(…する)度胸(to do)
852,infection,感染(症)
853,mall,【主に米】 モール，ショッピングセンター
854,grocery,〔～s〕食料雑貨；食料雑貨店
855,humor,ユーモア；気分，機嫌；気質
856,instinct,本能；勘，直感；(自然に起こる)衝動
857,faith,(～への)信頼(in)；信仰(心)
858,courage,勇気
859,incentive,動機(づけ)；報奨金
860,prospect,見込み；〔～s〕(未来への)展望；有望な人
861,obstacle,(～に対する)障害(物)(to)
862,architecture,建築；建築様式；構造
863,stem,(草木の)茎，幹
864,illusion,錯覚，思い違い；幻想
865,discrimination,(～に対する)差別(against)；区別
866,shame,恥；残念なこと
867,drought,干ばつ；(慢性的な)不足
868,flavor,風味；特色
869,portion,部分；1人前；割り当て
870,recipe,調理法，レシピ；手順；秘訣
871,luxury,ぜいたく(品)；〔形容詞的に〕豪華な
872,chip,小片，破片；欠けた箇所；集積回路
873,ritual,儀式；(日常の)習慣的行為
874,sake,〔for the ～ ofで〕のために，の目的で；に免じて
875,prefecture,(日本の)県，府；(フランスなどの)県
876,council,(地方)議会；評議会；(公の)会議
877,administration,管理(部)；行政；政府(機関)
878,curriculum,教育課程，カリキュラム
879,precious,貴重な；高価な
880,generous,寛大な；気前のよい；豊富な
881,casual,何気ない；形式ばらない
882,optimistic,楽観的な
883,rough,粗い；大まかな；乱暴な
884,unpleasant,不愉快な；不親切な，無礼な
885,Arctic,北極の
886,ultimate,究極の
887,deaf,耳が聞こえない
888,genuine,本物の；偽りのない
889,manual,体［手］を使う；手の；手動式の
890,mechanical,機械の；機械的な
891,instant,即時の，すぐの；即席の
892,spare,余分の，予備の
893,immune,(～に対して)免疫を持つ(to)；(～を)免れた(from)
894,harsh,厳しい；(光・色・味などが)不快な
895,collective,集団の，共同の
896,inevitable,避けられない
897,profound,重大な；深い；難解な
898,steady,着実な，一定の；安定した
899,mature,成熟した；熟した
900,likewise,同様に
901,chase,(を)追跡する；(を)追求する
902,sue,を告訴する；(～を求めて)訴訟を起こす(for)
903,gaze,じっと見る
904,slip,滑る；滑り落ちる；そっと動く
905,load,に積む；に負わせる
906,overwhelm,を圧倒する；を(精神的に)打ちのめす
907,wander,歩き回る；それる；はぐれる
908,float,漂う，浮かぶ；を浮かべる
909,pour,を注ぐ；激しく降る；押し寄せる
910,substitute,を代わりに使う；(～の)代理をする(for)
911,pronounce,を発音する；を宣言する
912,shrink,縮む，縮小する；減少する；ひるむ
913,restore,を回復させる；を修復する
914,trigger,を引き起こす；のきっかけとなる
915,grab,をつかむ；を横取りする；を急いで食べる
916,retain,を保持する；を覚えている
917,reproduce,を複製する；を繁殖させる；繁殖する
918,bob,上下に動く；急に動く；を上下に動かす
919,entertain,を楽しませる；をもてなす
920,interfere,干渉する，介入する；邪魔する
921,cultivate,を養う；を耕す；を栽培する
922,underlie,の根底にある
923,anticipate,を予期する；楽しみに待つ
924,justify,を正当化する
925,regulate,を規制する；を調整する
926,scan,を走査［スキャン］する；をざっと見る；を注意深く調べる
927,classify,を分類する；を機密扱いにする
928,submit,を提出する；〔＋oneselfで〕(～に)従う(to)
929,pause,(一時的に)中止する；(一瞬)立ち止まる
930,lean,傾く；寄りかかる；をもたせかける
931,bump,ぶつかる；をぶつける
932,fold,を折り畳む；(両腕)を組む；(折り)畳める
933,hesitate,躊躇する，ためらう
934,pump,(液体・気体)をポンプで送り込む；をくみ出す；を注ぎ込む
935,mount,を据えつける；に着手する；(自転車など)に乗る；増える
936,exceed,を超える；に勝る
937,undergo,を経験する；(手術など)を受ける；に耐える
938,confront,に立ち向かう；(困難などが)に立ちはだかる
939,consult,(に)相談する；を参照する
940,fulfill,を実現させる；を果たす；を満たす
941,privilege,特権，特典
942,formation,形成；構成(物)；隊列
943,dimension,側面，局面；次元；寸法
944,neuron,ニューロン，神経単位
945,sensation,感覚；大評判
946,chart,図，グラフ；海図；ヒットチャート
947,geography,〔the ～〕地理；地理学
948,panel,(専門家の)一団；討論者一同；羽目板
949,semester,【主に米】 (2学期制の)学期
950,workforce,労働人口，総労働力；全従業員(数)
951,mill,製造工場；製粉所；粉ひき機
952,abuse,乱用；虐待
953,vice,(道徳上の)悪；欠点
954,fate,運命；結末；最期
955,tragedy,悲劇(的な事態)
956,scenario,(予想される)筋書き，事態；脚本
957,allergy,アレルギー
958,wound,(銃弾・刃物などによる)傷；痛手
959,antibiotic,〔通例～s〕抗生物質
960,vaccine,ワクチン
961,metaphor,隠喩；比喩
962,folk,人々；〔～s〕皆さん；〔one’s ～s〕家族
963,fare,(乗り物の)料金
964,transition,移り変わり；過渡期
965,maximum,最大限
966,galaxy,星雲，銀河；〔the G～〕銀河系
967,mineral,鉱物；ミネラル
968,skeleton,骨格；骨組み；概略
969,counterpart,相当する物［人］
970,stroke,脳卒中；(ボールを)打つこと；(雷などの)一撃
971,pedestrian,歩行者
972,trail,(野山などの)小道；跡；手がかり
973,ecology,生態学；生態系；環境保護
974,sibling,きょうだい(の1人)
975,ratio,比率
976,mixture,混合(物)
977,charm,魅力；お守り
978,ambition,(～に対する)願望，野望(for)；野心
979,prominent,卓越した；目立つ
980,radical,急進的な；根本的な
981,prompt,即座の，迅速な
982,informal,形式ばらない，略式の；(言葉が)くだけた
983,mutual,相互の；共通の
984,neutral,中立の；(特徴・表情などが)はっきりしない
985,alert,警戒して；敏速な
986,magnetic,磁気の；磁石の；人を引きつける
987,polar,極地の；電極の
988,fluent,流ちょうな
989,external,外部の；対外的な
990,passive,受動的な；消極的な
991,awful,ひどい；嫌な；ものすごい
992,unrelated,無関係の；血縁関係がない
993,cruel,残酷な；むごい
994,fake,偽の；見せかけだけの
995,vulnerable,(攻撃などに)弱い，もろい；傷つきやすい
996,urgent,緊急の
997,spiritual,精神の；霊的な
998,modest,謙虚な；適度な；質素な
999,keen,熱心な；鋭敏な；(感情・関心などが)強い
1000,nonetheless,それにもかかわらず，それでもなお
1001,negotiate,交渉する；を(交渉して)取り決める
1002,grasp,を把握［理解］する；をしっかり握る
1003,donate,を寄付する；(臓器・血液)を提供する
1004,arrest,を逮捕する；を止める；(注意)を引く
1005,crack,ひびが入る；にひびを入れる
1006,tap,を軽くたたく；(液体)を出す；を盗聴する
1007,split,を分割する；を分担する；分裂する
1008,forecast,を予想［予測］する
1009,exclude,を除外する
1010,overlook,を見落とす；を大目に見る；を見渡す
1011,burst,破裂する；(～を)突然始める(into)
1012,heal,(人・傷など)を治す；治る
1013,forbid,を禁じる
1014,install,をインストールする；を設置する；を就任させる
1015,diminish,を減らす；減少する
1016,cite,を引き合いに出す；を引用する
1017,quote,を引用する；を引き合いに出す
1018,dispute,に異議を唱える；(を)議論する
1019,highlight,を目立たせる、強調する
1020,distract,(注意など)をそらす
1021,cheat,をだます；不正をする
1022,foster,をはぐくむ；を養育する；を心に抱く
1023,obey,に従う；に服従する
1024,bend,を曲げる；を屈服させる；曲がる
1025,deprive,から(権利などを)奪う
1026,govern,(を)統治する、支配する
1027,log,〔＋onで〕ログオンする；を記録する
1028,transmit,を伝える；(電波・信号など)を送る
1029,bully,をいじめる；を脅す
1030,leap,跳ぶ；さっと動く；急上昇する
1031,astonish,を驚かす
1032,thrill,をぞくぞくさせる；わくわくする
1033,nod,うなずく；会釈する；うとうとする
1034,bow,おじぎする；屈服する
1035,blend,を混ぜる；を調和させる；(～に)溶け込む(into)
1036,complicate,を複雑にする
1037,pitch,を投げる；倒れる；縦揺れする
1038,persist,続く；固執する
1039,dedicate,をささげる；を献呈する
1040,equip,に備えつける
1041,premise,前提；〔～s〕(建物を含めた)構内、敷地
1042,input,入力(情報)、投入；(情報・時間などの)提供
1043,merit,利点；功績；真価
1044,sympathy,同情；(～に対する)共感(with/for)
1045,compliment,賛辞；表敬
1046,infrastructure,インフラ、基本的施設；(経済)基盤
1047,ray,光線；ひらめき、一筋の光明
1048,distress,苦悩；苦痛；困窮
1049,joint,関節；接合(部)
1050,expedition,遠征(隊)、探検(隊)
1051,adolescent,青年；青年期の
1052,shade,(日)陰；色合い；日よけ；微妙な相違
1053,jury,陪審(員団)；審査員団
1054,ethic,倫理、道徳；〔～s〕倫理［道徳］規範
1055,penalty,(刑)罰；罰金；ペナルティー
1056,faculty,能力、機能；学部；教授陣
